Column,Count Non-Null,Count Finite,Mean,Median,Std,Variance,Min,P5,Q1 (25%),Q3 (75%),P95,Max,IQR,Skewness,Kurtosis (excess),Outlier Count (IQR),Outlier %,Infinite Count,Highly Skewed,Heavy Tailed,Q1,Q3,Kurtosis
M_TRN,50879,50879,0.026219,0.0,0.159788,0.025532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.930361,33.170483,1334,2.6219,0,True,True,,,
M_HSG,50879,50879,0.059573,0.0,0.236696,0.056025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.721609,11.850838,3031,5.9573,0,True,True,,,
M_PLN,50879,50879,0.064349,0.0,0.245376,0.060209,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.551033,10.610253,3274,6.4349,0,True,True,,,
M_HLTH,50879,50879,0.122349,0.0,0.327692,0.107382,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.305006,3.313182,6225,12.2349,0,True,False,,,
SM_C,50879,50879,0.399379,0.0,0.489776,0.23988,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.410903,-1.831231,0,0.0,0,False,False,,,
SM_PFS,50879,50879,0.399379,0.0,0.489776,0.23988,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.410903,-1.831231,0,0.0,0,False,False,,,
EPLRLI,50879,50879,0.015193,0.0,0.122321,0.014962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.927125,60.841705,773,1.5193,0,True,True,,,
EALRLI,50879,50879,0.091963,0.0,0.288977,0.083508,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.82412,5.975887,4679,9.1963,0,True,False,,,
EBLRLI,50879,50879,0.12341,0.0,0.328911,0.108182,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.290008,3.244263,6279,12.341,0,True,False,,,
PM25LI,50879,50879,0.140647,0.0,0.347661,0.120868,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.06734,2.273986,7156,14.0647,0,True,False,,,
EBLI,50879,50879,0.073999,0.0,0.261772,0.068525,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.254876,8.594554,3765,7.3999,0,True,True,,,
DPMLI,50879,50879,0.005719,0.0,0.075411,0.005687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.109455,169.864487,291,0.5719,0,True,True,,,
TPLI,50879,50879,0.024195,0.0,0.153655,0.02361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.193423,36.359923,1231,2.4195,0,True,True,,,
LPMHVLI,50879,50879,0.003322,0.0,0.057538,0.003311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.264996,296.091719,169,0.3322,0,True,True,,,
HBLI,50879,50879,0.058472,0.0,0.234636,0.055054,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.763658,12.165602,2975,5.8472,0,True,True,,,
RMPLI,50879,50879,0.044871,0.0,0.207023,0.042859,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.397061,17.334828,2283,4.4871,0,True,True,,,
SFLI,50879,50879,0.029069,0.0,0.168002,0.028225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.606491,29.433896,1479,2.9069,0,True,True,,,
HWLI,50879,50879,0.010279,0.0,0.100865,0.010174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.710764,92.302557,523,1.0279,0,True,True,,,
WDLI,50879,50879,0.015134,0.0,0.122087,0.014905,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.943281,61.098112,770,1.5134,0,True,True,,,
DLI,50879,50879,0.031899,0.0,0.175733,0.030882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.327604,26.384398,1623,3.1899,0,True,True,,,
ALI,50879,50879,0.032587,0.0,0.177555,0.031526,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.265196,25.723303,1658,3.2587,0,True,True,,,
HDLI,50879,50879,0.065685,0.0,0.247734,0.061372,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.506443,10.29555,3342,6.5685,0,True,True,,,
LLELI,50879,50879,0.027831,0.0,0.164489,0.027057,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.74126,30.963285,1416,2.7831,0,True,True,,,
LILHSE,50879,50879,0.120718,0.0,0.325802,0.106147,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.328389,3.421529,6142,12.0718,0,True,False,,,
PLHSE,50879,50879,0.082293,0.0,0.274814,0.075523,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.040046,7.242162,4187,8.2293,0,True,True,,,
LMILHSE,50879,50879,0.085025,0.0,0.278922,0.077797,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.975678,6.854929,4326,8.5025,0,True,False,,,
ULHSE,50879,50879,0.148725,0.0,0.355821,0.126609,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.974523,1.898814,7567,14.8725,0,False,False,,,
EPL_ET,50879,50879,0.081645,0.0,0.273825,0.07498,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.055757,7.337937,4154,8.1645,0,True,True,,,
EAL_ET,50879,50879,0.341398,0.0,0.474183,0.22485,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.668973,-1.552536,0,0.0,0,False,False,,,
EBL_ET,50879,50879,0.417048,0.0,0.493076,0.243124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.33648,-1.886856,0,0.0,0,False,False,,,
EB_ET,50879,50879,0.106586,0.0,0.308589,0.095227,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.549855,4.501939,5423,10.6586,0,True,False,,,
PM25_ET,50879,50879,0.291319,0.0,0.454374,0.206456,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.91858,-1.156257,0,0.0,0,False,False,,,
DS_ET,50879,50879,0.010869,0.0,0.103687,0.010751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.435129,87.025083,553,1.0869,0,True,True,,,
TP_ET,50879,50879,0.048527,0.0,0.214879,0.046173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.202282,15.659787,2469,4.8527,0,True,True,,,
LPP_ET,50879,50879,0.004579,0.0,0.067517,0.004559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.675902,213.390495,233,0.4579,0,True,True,,,
HB_ET,50879,50879,0.062678,0.0,0.242385,0.058751,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.608624,11.022602,3189,6.2678,0,True,True,,,
RMP_ET,50879,50879,0.065351,0.0,0.247147,0.061082,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.517471,10.373013,3325,6.5351,0,True,True,,,
NPL_ET,50879,50879,0.053185,0.0,0.224404,0.050357,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.982386,13.859944,2706,5.3185,0,True,True,,,
TSDF_ET,50879,50879,0.028086,0.0,0.165221,0.027298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.712744,30.636645,1429,2.8086,0,True,True,,,
WD_ET,50879,50879,0.051829,0.0,0.221684,0.049144,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.043501,14.350464,2637,5.1829,0,True,True,,,
DB_ET,50879,50879,0.033668,0.0,0.180375,0.032535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.170891,24.739083,1713,3.3668,0,True,True,,,
A_ET,50879,50879,0.033157,0.0,0.179048,0.032058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.214916,25.196343,1687,3.3157,0,True,True,,,
HD_ET,50879,50879,0.083099,0.0,0.276035,0.076195,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.02076,7.125271,4228,8.3099,0,True,True,,,
LLE_ET,50879,50879,0.032273,0.0,0.176725,0.031232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.293486,26.022017,1642,3.2273,0,True,True,,,
UN_ET,50879,50879,0.198825,0.0,0.39912,0.159297,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.509257,0.277869,10116,19.8825,0,False,False,,,
LISO_ET,50879,50879,0.122742,0.0,0.328144,0.107679,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.299432,3.287514,6245,12.2742,0,True,False,,,
POV_ET,50879,50879,0.08475,0.0,0.278512,0.077569,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.982033,6.89279,4312,8.475,0,True,False,,,
LMI_ET,50879,50879,0.102557,0.0,0.303382,0.092041,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.620182,4.865544,5218,10.2557,0,True,False,,,
IA_LMI_ET,50879,50879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,False,False,,,
IA_UN_ET,50879,50879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,False,False,,,
IA_POV_ET,50879,50879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,False,False,,,
TC,50879,50879,1.231038,0.0,2.009388,4.037642,0.0,0.0,0.0,2.0,5.0,14.0,2.0,2.008851,4.431048,501,0.9847,0,True,False,,,
CC,50879,50879,0.917825,0.0,1.371065,1.879819,0.0,0.0,0.0,2.0,4.0,8.0,2.0,1.459788,1.38962,0,0.0,0,False,False,,,
IAULHSE,50879,50879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,False,False,,,
IAPLHSE,50879,50879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,False,False,,,
